ID,Image1,Image2,Type
9211,75__M_Right_ring_finger.BMP,83__M_Left_thumb_finger.BMP,0
9212,40__M_Left_little_finger.BMP,75__M_Left_little_finger.BMP,0
9213,75__M_Right_middle_finger.BMP,87__M_Right_little_finger.BMP,0
9214,71__M_Right_ring_finger.BMP,75__M_Left_little_finger.BMP,0
9215,75__M_Right_thumb_finger.BMP,118__M_Right_little_finger.BMP,0
9216,75__M_Right_thumb_finger.BMP,99__M_Left_little_finger.BMP,0
9217,75__M_Right_middle_finger.BMP,121__M_Left_thumb_finger.BMP,0
9218,40__M_Left_ring_finger.BMP,75__M_Right_little_finger.BMP,0
9219,75__M_Right_index_finger.BMP,78__M_Right_index_finger.BMP,0
9220,56__M_Right_thumb_finger.BMP,75__M_Right_little_finger.BMP,0
9221,24__M_Left_middle_finger.BMP,75__M_Right_little_finger.BMP,0
9222,17__M_Left_ring_finger.BMP,75__M_Right_thumb_finger.BMP,0
9223,24__M_Right_little_finger.BMP,75__M_Right_thumb_finger.BMP,0
9224,21__M_Right_thumb_finger.BMP,75__M_Right_ring_finger.BMP,0
9225,75__M_Right_little_finger.BMP,87__M_Left_index_finger.BMP,0
9226,19__M_Left_middle_finger.BMP,76__M_Left_little_finger.BMP,0
9227,14__M_Right_index_finger.BMP,76__M_Right_middle_finger.BMP,0
9228,8__M_Right_little_finger.BMP,76__M_Right_index_finger.BMP,0
9229,55__M_Left_thumb_finger.BMP,76__M_Left_little_finger.BMP,0
9230,36__M_Left_little_finger.BMP,76__M_Left_little_finger.BMP,0
9231,40__M_Right_index_finger.BMP,76__M_Right_little_finger.BMP,0
9232,25__M_Right_ring_finger.BMP,76__M_Left_middle_finger.BMP,0
9233,23__M_Right_middle_finger.BMP,76__M_Right_thumb_finger.BMP,0
9234,76__M_Left_little_finger.BMP,127__M_Right_index_finger.BMP,0
9235,76__M_Right_ring_finger.BMP,130__M_Right_thumb_finger.BMP,0
9236,76__M_Right_ring_finger.BMP,97__M_Right_little_finger.BMP,0
9237,76__M_Left_ring_finger.BMP,92__M_Left_index_finger.BMP,0
9238,76__M_Left_middle_finger.BMP,77__M_Left_ring_finger.BMP,0
9239,73__M_Right_middle_finger.BMP,76__M_Right_middle_finger.BMP,0
9240,42__M_Right_thumb_finger.BMP,76__M_Right_ring_finger.BMP,0
9241,8__M_Left_middle_finger.BMP,76__M_Right_index_finger.BMP,0
9242,76__M_Right_thumb_finger.BMP,118__M_Left_index_finger.BMP,0
9243,76__M_Left_middle_finger.BMP,119__M_Right_index_finger.BMP,0
9244,76__M_Right_thumb_finger.BMP,82__M_Left_index_finger.BMP,0
9245,35__M_Left_index_finger.BMP,76__M_Left_ring_finger.BMP,0
9246,10__M_Left_little_finger.BMP,76__M_Right_little_finger.BMP,0
9247,1__M_Right_index_finger.BMP,76__M_Left_middle_finger.BMP,0
9248,76__M_Left_middle_finger.BMP,84__M_Right_index_finger.BMP,0
9249,76__M_Right_little_finger.BMP,119__M_Left_little_finger.BMP,0
9250,76__M_Left_ring_finger.BMP,83__M_Left_middle_finger.BMP,0
9251,64__M_Right_index_finger.BMP,76__M_Left_index_finger.BMP,0
9252,72__M_Left_ring_finger.BMP,76__M_Right_middle_finger.BMP,0
9253,28__M_Left_thumb_finger.BMP,76__M_Left_index_finger.BMP,0
9254,50__M_Right_index_finger.BMP,76__M_Left_middle_finger.BMP,0
9255,76__M_Right_middle_finger.BMP,98__M_Right_middle_finger.BMP,0
9256,67__M_Right_little_finger.BMP,76__M_Left_index_finger.BMP,0
9257,42__M_Right_index_finger.BMP,76__M_Left_index_finger.BMP,0
9258,24__M_Left_thumb_finger.BMP,76__M_Right_middle_finger.BMP,0
9259,61__M_Right_index_finger.BMP,76__M_Left_ring_finger.BMP,0
9260,45__M_Right_thumb_finger.BMP,76__M_Left_index_finger.BMP,0
9261,74__M_Right_index_finger.BMP,76__M_Right_ring_finger.BMP,0
9262,76__M_Right_thumb_finger.BMP,106__M_Left_little_finger.BMP,0
9263,4__M_Left_little_finger.BMP,76__M_Left_little_finger.BMP,0
9264,35__M_Left_middle_finger.BMP,76__M_Left_ring_finger.BMP,0
9265,12__M_Left_little_finger.BMP,76__M_Right_thumb_finger.BMP,0
9266,76__M_Left_middle_finger.BMP,112__M_Right_thumb_finger.BMP,0
9267,65__M_Left_little_finger.BMP,76__M_Right_middle_finger.BMP,0
9268,16__M_Left_thumb_finger.BMP,76__M_Left_little_finger.BMP,0
9269,43__M_Right_middle_finger.BMP,76__M_Left_middle_finger.BMP,0
9270,15__M_Left_thumb_finger.BMP,76__M_Left_ring_finger.BMP,0
9271,51__M_Right_middle_finger.BMP,77__M_Right_thumb_finger.BMP,0
9272,57__M_Left_middle_finger.BMP,77__M_Right_index_finger.BMP,0
9273,77__M_Right_little_finger.BMP,102__M_Right_index_finger.BMP,0
9274,77__M_Left_middle_finger.BMP,98__M_Right_middle_finger.BMP,0
9275,77__M_Right_little_finger.BMP,119__M_Right_little_finger.BMP,0
9276,41__M_Left_middle_finger.BMP,77__M_Left_index_finger.BMP,0
9277,76__M_Right_index_finger.BMP,77__M_Left_little_finger.BMP,0
9278,77__M_Right_index_finger.BMP,93__M_Left_little_finger.BMP,0
9279,1__M_Left_little_finger.BMP,77__M_Left_middle_finger.BMP,0
9280,70__M_Left_thumb_finger.BMP,77__M_Right_ring_finger.BMP,0
9281,13__M_Left_thumb_finger.BMP,77__M_Right_little_finger.BMP,0
9282,33__M_Left_little_finger.BMP,77__M_Right_ring_finger.BMP,0
9283,77__M_Left_ring_finger.BMP,130__M_Left_index_finger.BMP,0
9284,38__M_Left_thumb_finger.BMP,77__M_Left_little_finger.BMP,0
9285,77__M_Right_ring_finger.BMP,123__M_Right_ring_finger.BMP,0
9286,77__M_Left_index_finger.BMP,100__M_Left_little_finger.BMP,0
9287,45__M_Right_ring_finger.BMP,77__M_Right_index_finger.BMP,0
9288,65__M_Left_little_finger.BMP,77__M_Left_index_finger.BMP,0
9289,77__M_Left_thumb_finger.BMP,100__M_Right_middle_finger.BMP,0
9290,76__M_Right_ring_finger.BMP,77__M_Right_middle_finger.BMP,0
9291,8__M_Left_index_finger.BMP,77__M_Left_ring_finger.BMP,0
9292,38__M_Left_little_finger.BMP,77__M_Right_middle_finger.BMP,0
9293,16__M_Left_ring_finger.BMP,77__M_Right_ring_finger.BMP,0
9294,77__M_Right_thumb_finger.BMP,104__M_Left_little_finger.BMP,0
9295,76__M_Right_index_finger.BMP,77__M_Right_thumb_finger.BMP,0
9296,75__M_Right_ring_finger.BMP,77__M_Left_ring_finger.BMP,0
9297,5__M_Left_ring_finger.BMP,77__M_Right_ring_finger.BMP,0
9298,24__M_Right_little_finger.BMP,77__M_Right_index_finger.BMP,0
9299,77__M_Left_index_finger.BMP,112__M_Left_thumb_finger.BMP,0
9300,20__M_Left_middle_finger.BMP,77__M_Left_ring_finger.BMP,0
9301,73__M_Right_middle_finger.BMP,77__M_Right_ring_finger.BMP,0
9302,20__M_Right_thumb_finger.BMP,77__M_Right_ring_finger.BMP,0
9303,63__M_Right_little_finger.BMP,77__M_Left_ring_finger.BMP,0
9304,77__M_Left_ring_finger.BMP,99__M_Left_little_finger.BMP,0
9305,77__M_Right_middle_finger.BMP,94__M_Left_ring_finger.BMP,0
9306,77__M_Left_middle_finger.BMP,123__M_Left_ring_finger.BMP,0
9307,77__M_Left_ring_finger.BMP,125__M_Left_index_finger.BMP,0
9308,77__M_Left_little_finger.BMP,126__M_Right_ring_finger.BMP,0
9309,63__M_Right_ring_finger.BMP,77__M_Left_middle_finger.BMP,0
9310,77__M_Left_middle_finger.BMP,107__M_Left_middle_finger.BMP,0
9311,77__M_Left_index_finger.BMP,86__M_Right_ring_finger.BMP,0
9312,77__M_Right_index_finger.BMP,121__M_Right_little_finger.BMP,0
9313,51__M_Left_ring_finger.BMP,77__M_Right_ring_finger.BMP,0
9314,77__M_Left_thumb_finger.BMP,84__M_Right_middle_finger.BMP,0
9315,61__M_Right_index_finger.BMP,77__M_Right_little_finger.BMP,0
9316,78__M_Left_thumb_finger.BMP,106__M_Right_index_finger.BMP,0
9317,78__M_Left_little_finger.BMP,109__M_Right_middle_finger.BMP,0
9318,78__M_Left_little_finger.BMP,115__M_Right_thumb_finger.BMP,0
9319,27__M_Left_middle_finger.BMP,78__M_Right_index_finger.BMP,0
9320,78__M_Left_little_finger.BMP,104__M_Left_little_finger.BMP,0
9321,78__M_Left_ring_finger.BMP,93__M_Right_little_finger.BMP,0
9322,78__M_Right_middle_finger.BMP,101__M_Right_ring_finger.BMP,0
9323,78__M_Left_thumb_finger.BMP,113__M_Right_index_finger.BMP,0
9324,60__M_Left_thumb_finger.BMP,78__M_Right_index_finger.BMP,0
9325,38__M_Left_ring_finger.BMP,78__M_Left_middle_finger.BMP,0
9326,32__M_Left_thumb_finger.BMP,78__M_Right_middle_finger.BMP,0
9327,9__M_Left_index_finger.BMP,78__M_Right_little_finger.BMP,0
9328,1__M_Left_thumb_finger.BMP,78__M_Left_index_finger.BMP,0
9329,78__M_Right_index_finger.BMP,121__M_Right_little_finger.BMP,0
9330,78__M_Left_little_finger.BMP,119__M_Left_middle_finger.BMP,0
9331,30__M_Right_index_finger.BMP,78__M_Right_middle_finger.BMP,0
9332,33__M_Left_little_finger.BMP,78__M_Right_thumb_finger.BMP,0
9333,19__M_Right_ring_finger.BMP,78__M_Left_thumb_finger.BMP,0
9334,78__M_Right_little_finger.BMP,104__M_Right_thumb_finger.BMP,0
9335,57__M_Left_index_finger.BMP,78__M_Right_ring_finger.BMP,0
9336,2__M_Right_little_finger.BMP,78__M_Left_little_finger.BMP,0
9337,52__M_Right_middle_finger.BMP,78__M_Right_middle_finger.BMP,0
9338,25__M_Left_index_finger.BMP,78__M_Left_little_finger.BMP,0
9339,78__M_Right_ring_finger.BMP,114__M_Left_index_finger.BMP,0
9340,24__M_Right_thumb_finger.BMP,78__M_Right_ring_finger.BMP,0
9341,78__M_Left_little_finger.BMP,83__M_Left_middle_finger.BMP,0
9342,78__M_Left_index_finger.BMP,100__M_Right_middle_finger.BMP,0
9343,71__M_Left_thumb_finger.BMP,78__M_Right_index_finger.BMP,0
9344,33__M_Right_thumb_finger.BMP,78__M_Left_index_finger.BMP,0
9345,50__M_Right_middle_finger.BMP,78__M_Left_middle_finger.BMP,0
9346,72__M_Right_middle_finger.BMP,78__M_Right_thumb_finger.BMP,0
9347,26__M_Left_little_finger.BMP,78__M_Right_little_finger.BMP,0
9348,78__M_Right_middle_finger.BMP,94__M_Left_thumb_finger.BMP,0
9349,46__M_Left_ring_finger.BMP,78__M_Right_ring_finger.BMP,0
9350,78__M_Right_thumb_finger.BMP,105__M_Right_index_finger.BMP,0
9351,78__M_Right_ring_finger.BMP,112__M_Left_thumb_finger.BMP,0
9352,54__M_Left_index_finger.BMP,78__M_Left_thumb_finger.BMP,0
9353,33__M_Right_middle_finger.BMP,78__M_Right_thumb_finger.BMP,0
9354,78__M_Left_index_finger.BMP,95__M_Left_middle_finger.BMP,0
9355,52__M_Left_little_finger.BMP,78__M_Left_thumb_finger.BMP,0
9356,78__M_Right_thumb_finger.BMP,121__M_Left_ring_finger.BMP,0
9357,78__M_Left_ring_finger.BMP,80__M_Right_thumb_finger.BMP,0
9358,18__M_Right_ring_finger.BMP,78__M_Left_middle_finger.BMP,0
9359,30__M_Right_ring_finger.BMP,78__M_Right_thumb_finger.BMP,0
9360,70__M_Right_ring_finger.BMP,78__M_Left_ring_finger.BMP,0
9361,79__M_Left_thumb_finger.BMP,113__M_Right_ring_finger.BMP,0
9362,79__M_Right_thumb_finger.BMP,116__M_Left_little_finger.BMP,0
9363,79__M_Right_middle_finger.BMP,123__M_Left_ring_finger.BMP,0
9364,79__M_Left_middle_finger.BMP,116__M_Left_thumb_finger.BMP,0
9365,79__M_Right_index_finger.BMP,105__M_Left_thumb_finger.BMP,0
9366,79__M_Left_index_finger.BMP,120__M_Right_middle_finger.BMP,0
9367,79__M_Right_ring_finger.BMP,90__M_Right_little_finger.BMP,0
9368,17__M_Left_index_finger.BMP,79__M_Left_thumb_finger.BMP,0
9369,79__M_Right_ring_finger.BMP,112__M_Left_middle_finger.BMP,0
9370,20__M_Left_middle_finger.BMP,79__M_Left_little_finger.BMP,0
9371,1__M_Right_middle_finger.BMP,79__M_Right_thumb_finger.BMP,0
9372,40__M_Right_thumb_finger.BMP,79__M_Right_middle_finger.BMP,0
9373,60__M_Left_middle_finger.BMP,79__M_Right_middle_finger.BMP,0
9374,79__M_Left_little_finger.BMP,92__M_Left_index_finger.BMP,0
9375,48__M_Left_index_finger.BMP,79__M_Left_middle_finger.BMP,0
9376,68__M_Left_thumb_finger.BMP,79__M_Left_little_finger.BMP,0
9377,79__M_Right_thumb_finger.BMP,90__M_Left_ring_finger.BMP,0
9378,42__M_Right_index_finger.BMP,79__M_Right_index_finger.BMP,0
9379,61__M_Left_middle_finger.BMP,79__M_Left_ring_finger.BMP,0
9380,79__M_Left_middle_finger.BMP,129__M_Right_index_finger.BMP,0
9381,79__M_Left_middle_finger.BMP,92__M_Left_ring_finger.BMP,0
9382,22__M_Right_thumb_finger.BMP,79__M_Left_thumb_finger.BMP,0
9383,79__M_Right_little_finger.BMP,119__M_Left_index_finger.BMP,0
9384,24__M_Left_index_finger.BMP,79__M_Right_ring_finger.BMP,0
9385,50__M_Right_index_finger.BMP,79__M_Left_thumb_finger.BMP,0
9386,36__M_Right_middle_finger.BMP,79__M_Left_index_finger.BMP,0
9387,79__M_Left_ring_finger.BMP,113__M_Left_middle_finger.BMP,0
9388,79__M_Left_index_finger.BMP,84__M_Right_little_finger.BMP,0
9389,79__M_Left_middle_finger.BMP,106__M_Left_index_finger.BMP,0
9390,79__M_Left_middle_finger.BMP,121__M_Right_ring_finger.BMP,0
9391,19__M_Left_thumb_finger.BMP,79__M_Right_little_finger.BMP,0
9392,79__M_Right_middle_finger.BMP,95__M_Left_index_finger.BMP,0
9393,79__M_Left_middle_finger.BMP,96__M_Right_little_finger.BMP,0
9394,79__M_Left_little_finger.BMP,118__M_Right_middle_finger.BMP,0
9395,2__M_Right_little_finger.BMP,79__M_Left_index_finger.BMP,0
9396,59__M_Left_ring_finger.BMP,79__M_Left_index_finger.BMP,0
9397,79__M_Right_thumb_finger.BMP,101__M_Left_thumb_finger.BMP,0
9398,27__M_Left_thumb_finger.BMP,79__M_Right_middle_finger.BMP,0
9399,17__M_Left_little_finger.BMP,79__M_Left_index_finger.BMP,0
9400,72__M_Left_thumb_finger.BMP,79__M_Right_little_finger.BMP,0
9401,16__M_Left_ring_finger.BMP,79__M_Left_middle_finger.BMP,0
9402,4__M_Right_thumb_finger.BMP,79__M_Left_thumb_finger.BMP,0
9403,79__M_Left_little_finger.BMP,107__M_Left_middle_finger.BMP,0
9404,50__M_Right_little_finger.BMP,79__M_Right_thumb_finger.BMP,0
9405,18__M_Right_middle_finger.BMP,79__M_Left_little_finger.BMP,0
9406,80__M_Right_ring_finger.BMP,92__M_Left_little_finger.BMP,0
9407,80__M_Right_ring_finger.BMP,104__M_Right_index_finger.BMP,0
9408,15__M_Right_index_finger.BMP,80__M_Right_little_finger.BMP,0
9409,6__M_Left_index_finger.BMP,80__M_Left_little_finger.BMP,0
9410,6__M_Left_thumb_finger.BMP,80__M_Right_ring_finger.BMP,0
9411,80__M_Left_thumb_finger.BMP,81__M_Left_ring_finger.BMP,0
9412,63__M_Right_little_finger.BMP,80__M_Left_index_finger.BMP,0
9413,43__M_Right_thumb_finger.BMP,80__M_Left_middle_finger.BMP,0
9414,43__M_Left_middle_finger.BMP,80__M_Left_thumb_finger.BMP,0
9415,42__M_Left_middle_finger.BMP,80__M_Right_ring_finger.BMP,0
9416,40__M_Left_index_finger.BMP,80__M_Left_ring_finger.BMP,0
9417,80__M_Left_little_finger.BMP,83__M_Left_index_finger.BMP,0
9418,80__M_Left_ring_finger.BMP,117__M_Left_thumb_finger.BMP,0
9419,23__M_Left_little_finger.BMP,80__M_Left_middle_finger.BMP,0
9420,50__M_Right_little_finger.BMP,80__M_Left_thumb_finger.BMP,0
9421,80__M_Left_middle_finger.BMP,104__M_Left_thumb_finger.BMP,0
9422,43__M_Left_thumb_finger.BMP,80__M_Left_index_finger.BMP,0
9423,38__M_Right_middle_finger.BMP,80__M_Right_little_finger.BMP,0
9424,80__M_Right_thumb_finger.BMP,129__M_Left_middle_finger.BMP,0
9425,43__M_Right_index_finger.BMP,80__M_Left_little_finger.BMP,0
9426,34__M_Left_middle_finger.BMP,80__M_Right_ring_finger.BMP,0
9427,78__M_Right_thumb_finger.BMP,80__M_Left_middle_finger.BMP,0
9428,68__M_Right_middle_finger.BMP,80__M_Right_little_finger.BMP,0
9429,20__M_Right_little_finger.BMP,80__M_Right_middle_finger.BMP,0
9430,36__M_Right_middle_finger.BMP,80__M_Left_ring_finger.BMP,0
9431,80__M_Right_middle_finger.BMP,89__M_Left_thumb_finger.BMP,0
9432,37__M_Left_middle_finger.BMP,80__M_Right_index_finger.BMP,0
9433,80__M_Right_ring_finger.BMP,104__M_Left_thumb_finger.BMP,0
9434,39__M_Right_ring_finger.BMP,80__M_Left_little_finger.BMP,0
9435,46__M_Left_little_finger.BMP,80__M_Left_index_finger.BMP,0
9436,32__M_Left_index_finger.BMP,80__M_Right_ring_finger.BMP,0
9437,80__M_Right_index_finger.BMP,107__M_Right_little_finger.BMP,0
9438,2__M_Left_middle_finger.BMP,80__M_Left_little_finger.BMP,0
9439,36__M_Right_little_finger.BMP,80__M_Left_thumb_finger.BMP,0
9440,30__M_Left_ring_finger.BMP,80__M_Right_thumb_finger.BMP,0
9441,60__M_Left_ring_finger.BMP,80__M_Left_thumb_finger.BMP,0
9442,80__M_Left_index_finger.BMP,123__M_Left_little_finger.BMP,0
9443,9__M_Right_index_finger.BMP,80__M_Right_little_finger.BMP,0
9444,80__M_Left_ring_finger.BMP,123__M_Right_index_finger.BMP,0
9445,56__M_Left_middle_finger.BMP,80__M_Left_little_finger.BMP,0
9446,80__M_Left_little_finger.BMP,115__M_Right_little_finger.BMP,0
9447,80__M_Left_middle_finger.BMP,107__M_Left_ring_finger.BMP,0
9448,74__M_Left_ring_finger.BMP,80__M_Left_little_finger.BMP,0
9449,48__M_Left_thumb_finger.BMP,80__M_Right_thumb_finger.BMP,0
9450,64__M_Right_little_finger.BMP,80__M_Right_thumb_finger.BMP,0
9451,53__M_Right_index_finger.BMP,81__M_Left_little_finger.BMP,0
9452,21__M_Left_ring_finger.BMP,81__M_Right_ring_finger.BMP,0
9453,81__M_Left_index_finger.BMP,101__M_Left_little_finger.BMP,0
9454,28__M_Right_middle_finger.BMP,81__M_Right_thumb_finger.BMP,0
9455,81__M_Right_thumb_finger.BMP,110__M_Left_ring_finger.BMP,0
9456,20__M_Left_ring_finger.BMP,81__M_Left_index_finger.BMP,0
9457,22__M_Left_ring_finger.BMP,81__M_Left_thumb_finger.BMP,0
9458,56__M_Right_thumb_finger.BMP,81__M_Right_little_finger.BMP,0
9459,81__M_Left_ring_finger.BMP,113__M_Left_middle_finger.BMP,0
9460,81__M_Left_middle_finger.BMP,101__M_Left_ring_finger.BMP,0
9461,81__M_Right_thumb_finger.BMP,105__M_Left_thumb_finger.BMP,0
9462,68__M_Right_little_finger.BMP,81__M_Right_thumb_finger.BMP,0
9463,35__M_Right_ring_finger.BMP,81__M_Right_middle_finger.BMP,0
9464,44__M_Right_little_finger.BMP,81__M_Left_little_finger.BMP,0
9465,81__M_Left_ring_finger.BMP,93__M_Left_little_finger.BMP,0
9466,72__M_Right_index_finger.BMP,81__M_Right_thumb_finger.BMP,0
9467,40__M_Right_little_finger.BMP,81__M_Right_index_finger.BMP,0
9468,29__M_Right_middle_finger.BMP,81__M_Right_little_finger.BMP,0
9469,81__M_Left_ring_finger.BMP,121__M_Right_index_finger.BMP,0
9470,81__M_Right_thumb_finger.BMP,96__M_Right_ring_finger.BMP,0
9471,36__M_Left_ring_finger.BMP,81__M_Right_middle_finger.BMP,0
9472,70__M_Right_little_finger.BMP,81__M_Left_index_finger.BMP,0
9473,81__M_Right_middle_finger.BMP,121__M_Left_thumb_finger.BMP,0
9474,81__M_Left_little_finger.BMP,111__M_Right_index_finger.BMP,0
9475,81__M_Right_index_finger.BMP,96__M_Left_index_finger.BMP,0
9476,81__M_Left_index_finger.BMP,114__M_Left_ring_finger.BMP,0
9477,44__M_Left_index_finger.BMP,81__M_Left_ring_finger.BMP,0
9478,49__M_Right_thumb_finger.BMP,81__M_Right_index_finger.BMP,0
9479,56__M_Left_little_finger.BMP,81__M_Right_index_finger.BMP,0
9480,81__M_Right_thumb_finger.BMP,88__M_Right_middle_finger.BMP,0
9481,40__M_Left_ring_finger.BMP,81__M_Right_index_finger.BMP,0
9482,81__M_Left_ring_finger.BMP,98__M_Right_index_finger.BMP,0
9483,81__M_Left_index_finger.BMP,83__M_Left_thumb_finger.BMP,0
9484,62__M_Right_thumb_finger.BMP,81__M_Right_middle_finger.BMP,0
9485,81__M_Left_middle_finger.BMP,98__M_Right_little_finger.BMP,0
9486,76__M_Right_ring_finger.BMP,81__M_Right_ring_finger.BMP,0
9487,52__M_Right_index_finger.BMP,81__M_Left_thumb_finger.BMP,0
9488,27__M_Left_middle_finger.BMP,81__M_Right_ring_finger.BMP,0
9489,9__M_Left_thumb_finger.BMP,81__M_Left_little_finger.BMP,0
9490,45__M_Right_thumb_finger.BMP,81__M_Right_middle_finger.BMP,0
9491,27__M_Right_ring_finger.BMP,81__M_Left_index_finger.BMP,0
9492,81__M_Left_middle_finger.BMP,120__M_Right_little_finger.BMP,0
9493,44__M_Left_little_finger.BMP,81__M_Right_ring_finger.BMP,0
9494,31__M_Left_index_finger.BMP,81__M_Left_index_finger.BMP,0
9495,66__M_Right_thumb_finger.BMP,81__M_Right_index_finger.BMP,0
9496,26__M_Left_index_finger.BMP,82__M_Left_thumb_finger.BMP,0
9497,82__M_Left_index_finger.BMP,127__M_Left_index_finger.BMP,0
9498,73__M_Right_thumb_finger.BMP,82__M_Left_thumb_finger.BMP,0
9499,43__M_Left_ring_finger.BMP,82__M_Left_little_finger.BMP,0
9500,16__M_Right_index_finger.BMP,82__M_Right_ring_finger.BMP,0
9501,82__M_Left_thumb_finger.BMP,84__M_Left_index_finger.BMP,0
9502,26__M_Left_ring_finger.BMP,82__M_Right_little_finger.BMP,0
9503,29__M_Left_index_finger.BMP,82__M_Right_ring_finger.BMP,0
9504,82__M_Left_thumb_finger.BMP,115__M_Right_thumb_finger.BMP,0
9505,38__M_Right_ring_finger.BMP,82__M_Left_little_finger.BMP,0
9506,63__M_Right_thumb_finger.BMP,82__M_Right_little_finger.BMP,0
9507,82__M_Right_index_finger.BMP,127__M_Left_thumb_finger.BMP,0
9508,81__M_Right_thumb_finger.BMP,82__M_Left_index_finger.BMP,0
9509,82__M_Left_thumb_finger.BMP,110__M_Right_thumb_finger.BMP,0
9510,82__M_Left_index_finger.BMP,128__M_Left_middle_finger.BMP,0
9511,16__M_Right_middle_finger.BMP,82__M_Right_thumb_finger.BMP,0
9512,48__M_Left_index_finger.BMP,82__M_Right_ring_finger.BMP,0
9513,82__M_Right_middle_finger.BMP,86__M_Left_thumb_finger.BMP,0
9514,3__M_Right_thumb_finger.BMP,82__M_Left_little_finger.BMP,0
9515,82__M_Right_middle_finger.BMP,97__M_Left_little_finger.BMP,0
9516,32__M_Left_middle_finger.BMP,82__M_Right_thumb_finger.BMP,0
9517,82__M_Left_middle_finger.BMP,106__M_Right_little_finger.BMP,0
9518,78__M_Right_ring_finger.BMP,82__M_Right_ring_finger.BMP,0
9519,82__M_Right_little_finger.BMP,88__M_Right_index_finger.BMP,0
9520,82__M_Left_middle_finger.BMP,90__M_Left_index_finger.BMP,0
9521,40__M_Right_index_finger.BMP,82__M_Right_thumb_finger.BMP,0
9522,52__M_Right_middle_finger.BMP,82__M_Left_ring_finger.BMP,0
9523,33__M_Left_middle_finger.BMP,82__M_Left_middle_finger.BMP,0
9524,55__M_Right_middle_finger.BMP,82__M_Left_index_finger.BMP,0
9525,82__M_Left_index_finger.BMP,128__M_Right_little_finger.BMP,0
9526,9__M_Right_little_finger.BMP,82__M_Left_index_finger.BMP,0
9527,20__M_Right_index_finger.BMP,82__M_Right_index_finger.BMP,0
9528,29__M_Left_index_finger.BMP,82__M_Right_middle_finger.BMP,0
9529,82__M_Right_middle_finger.BMP,98__M_Left_ring_finger.BMP,0
9530,80__M_Left_ring_finger.BMP,82__M_Left_middle_finger.BMP,0
9531,30__M_Left_index_finger.BMP,82__M_Right_index_finger.BMP,0
9532,16__M_Right_ring_finger.BMP,82__M_Right_thumb_finger.BMP,0
9533,55__M_Left_index_finger.BMP,82__M_Left_middle_finger.BMP,0
9534,22__M_Left_thumb_finger.BMP,82__M_Left_index_finger.BMP,0
9535,45__M_Right_middle_finger.BMP,82__M_Right_thumb_finger.BMP,0
9536,49__M_Right_ring_finger.BMP,82__M_Right_thumb_finger.BMP,0
9537,52__M_Right_middle_finger.BMP,82__M_Left_middle_finger.BMP,0
9538,57__M_Left_index_finger.BMP,82__M_Right_thumb_finger.BMP,0
9539,82__M_Left_ring_finger.BMP,126__M_Right_index_finger.BMP,0
9540,82__M_Left_little_finger.BMP,110__M_Right_index_finger.BMP,0
9541,55__M_Right_ring_finger.BMP,83__M_Left_middle_finger.BMP,0
9542,83__M_Right_thumb_finger.BMP,86__M_Left_little_finger.BMP,0
9543,69__M_Left_thumb_finger.BMP,83__M_Right_thumb_finger.BMP,0
9544,3__M_Left_thumb_finger.BMP,83__M_Left_index_finger.BMP,0
9545,41__M_Right_middle_finger.BMP,83__M_Left_ring_finger.BMP,0
9546,41__M_Left_thumb_finger.BMP,83__M_Right_middle_finger.BMP,0
9547,43__M_Right_index_finger.BMP,83__M_Left_ring_finger.BMP,0
9548,62__M_Right_thumb_finger.BMP,83__M_Left_middle_finger.BMP,0
9549,83__M_Right_ring_finger.BMP,102__M_Left_index_finger.BMP,0
9550,83__M_Right_index_finger.BMP,107__M_Left_thumb_finger.BMP,0
9551,83__M_Right_thumb_finger.BMP,96__M_Right_ring_finger.BMP,0
9552,63__M_Left_little_finger.BMP,83__M_Left_little_finger.BMP,0
9553,83__M_Left_index_finger.BMP,99__M_Left_index_finger.BMP,0
9554,66__M_Right_thumb_finger.BMP,83__M_Right_ring_finger.BMP,0
9555,83__M_Right_index_finger.BMP,129__M_Left_little_finger.BMP,0
9556,50__M_Left_ring_finger.BMP,83__M_Right_middle_finger.BMP,0
9557,46__M_Left_middle_finger.BMP,83__M_Right_little_finger.BMP,0
9558,71__M_Right_index_finger.BMP,83__M_Right_little_finger.BMP,0
9559,37__M_Left_ring_finger.BMP,83__M_Left_middle_finger.BMP,0
9560,83__M_Left_ring_finger.BMP,119__M_Right_ring_finger.BMP,0
9561,27__M_Right_little_finger.BMP,83__M_Right_ring_finger.BMP,0
9562,27__M_Right_little_finger.BMP,83__M_Right_middle_finger.BMP,0
9563,83__M_Left_index_finger.BMP,123__M_Left_middle_finger.BMP,0
9564,83__M_Left_index_finger.BMP,89__M_Right_middle_finger.BMP,0
9565,21__M_Left_middle_finger.BMP,83__M_Right_middle_finger.BMP,0
9566,83__M_Right_little_finger.BMP,112__M_Left_index_finger.BMP,0
9567,61__M_Right_ring_finger.BMP,83__M_Left_thumb_finger.BMP,0
9568,83__M_Left_index_finger.BMP,106__M_Left_middle_finger.BMP,0
9569,69__M_Left_ring_finger.BMP,83__M_Right_middle_finger.BMP,0
9570,2__M_Left_little_finger.BMP,83__M_Right_thumb_finger.BMP,0
9571,36__M_Left_little_finger.BMP,83__M_Left_index_finger.BMP,0
9572,72__M_Left_thumb_finger.BMP,83__M_Left_ring_finger.BMP,0
